shift_date,shift_name,signal_family,primary_blocker,flagged_cases,affected_facilities,affected_units,affected_service_lines,recoverable_bed_hours,median_priority_score,mean_confidence,management_score,recommended_owner,recommended_management_action,signal_group_rank
2026-01-12,night,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, cardiac","cardiology, medicine",7.08,6.575,0.45,33.8,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-01-12,night,front_door_screening,triage screening backlog,1,FAC_000,surgical,surgery,1.85,3.44,0.76,26.97,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",2
2026-01-13,day,unattributed,unattributed operational delay,4,FAC_000,"acute_medicine, orthopedics, surgical","medicine, orthopedics, surgery",9.790000000000001,8.535,0.45,55.48,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-01-13,evening,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,transitional_care,geriatrics,16.11,39.14,0.88,45.79,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-13,evening,diagnostics_access,radiology MRI access delay,1,FAC_000,orthopedics,orthopedics,0.64,1.18,0.84,27.41,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,2
2026-01-13,evening,vulnerable_patient_flow,vulnerable patient porter wait,1,FAC_000,cardiac,cardiology,0.6,1.11,0.81,26.77,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,3
2026-01-13,night,weekend_flow_gap,Friday/weekend discharge gap,3,FAC_000,"orthopedics, respiratory, transitional_care","geriatrics, orthopedics, respiratory",39.75,39.14,0.88,75.24,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-13,night,unattributed,unattributed operational delay,1,FAC_000,orthopedics,orthopedics,3.37,6.27,0.45,22.23,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-14,day,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,surgical,surgery,22.33,51.08,0.88,51.86,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-14,day,diagnostics_access,diagnostic sign-off stall,1,FAC_000,respiratory,respiratory,0.38,0.7,0.72,24.76,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,2
2026-01-14,evening,unattributed,unattributed operational delay,1,FAC_000,orthopedics,orthopedics,0.7,1.29,0.45,19.67,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-01-14,night,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,transitional_care,geriatrics,28.26,58.66,0.88,56.5,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-14,night,alc_community_capacity,home care confirmation wait,2,FAC_000,"cardiac, orthopedics","cardiology, orthopedics",24.78,27.44,0.86,55.34,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-14,night,alc_community_capacity,ALC placement wait,1,FAC_000,surgical,surgery,15.32,38.99,0.94,46.62,transition_services_lead,Review and address alc placement wait for this discharge dependency.,3
2026-01-14,night,unattributed,unattributed operational delay,1,FAC_000,respiratory,respiratory,4.35,8.07,0.45,23.16,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,4
2026-01-15,day,diagnostics_access,radiology MRI access delay,1,FAC_000,acute_medicine,medicine,12.12,35.09,0.84,42.18,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-01-15,day,alc_community_capacity,home care confirmation wait,1,FAC_000,respiratory,respiratory,5.28,30.24,0.86,38.38,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-15,day,nursing_discharge_readiness,nurse discharge screening wait,1,FAC_000,cardiac,cardiology,5.13,28.17,0.8,36.5,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,3
2026-01-15,day,unattributed,unattributed operational delay,1,FAC_000,surgical,surgery,2.32,4.3,0.45,21.22,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,4
2026-01-15,evening,vulnerable_patient_flow,vulnerable patient porter wait,1,FAC_000,acute_medicine,medicine,0.38,0.71,0.81,26.56,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,1
2026-01-15,night,care_team_assessment,therapy assessment stall,1,FAC_000,acute_medicine,medicine,12.47,35.32,0.82,41.98,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,1
2026-01-15,night,alc_community_capacity,home care confirmation wait,1,FAC_000,transitional_care,geriatrics,3.45,6.42,0.86,30.51,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-15,night,diagnostics_access,diagnostic sign-off stall,1,FAC_000,surgical,surgery,2.21,4.1,0.72,26.51,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,3
2026-01-15,night,unattributed,unattributed operational delay,1,FAC_000,orthopedics,orthopedics,4.19,7.78,0.45,23.01,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,4
2026-01-16,day,unattributed,unattributed operational delay,1,FAC_000,respiratory,respiratory,1.42,2.63,0.45,20.36,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-01-16,evening,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, surgical","medicine, surgery",14.05,18.375,0.45,40.13,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-01-17,day,transport_discharge_logistics,transport delay,1,FAC_000,acute_medicine,medicine,3.19,5.92,0.78,28.65,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,1
2026-01-17,evening,care_team_assessment,therapy assessment stall,1,FAC_000,orthopedics,orthopedics,1.53,25.17,0.82,34.56,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,1
2026-01-17,evening,unattributed,unattributed operational delay,1,FAC_000,surgical,surgery,3.58,6.66,0.45,22.43,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-17,night,alc_community_capacity,home care confirmation wait,1,FAC_000,cardiac,cardiology,10.46,33.68,0.86,41.49,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-01-17,night,diagnostics_access,diagnostic sign-off stall,1,FAC_000,respiratory,respiratory,7.0,30.42,0.72,36.33,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,2
2026-01-17,night,unattributed,unattributed operational delay,1,FAC_000,orthopedics,orthopedics,11.08,20.59,0.45,29.61,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-18,day,care_team_assessment,therapy assessment stall,2,FAC_000,"orthopedics, transitional_care","geriatrics, orthopedics",25.49,37.28,0.82,57.78,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,1
2026-01-18,day,diagnostics_access,radiology ultrasound turnaround delay,1,FAC_000,orthopedics,orthopedics,7.28,27.01,0.8,37.02,radiology_operations_lead,Review ultrasound slot availability and report finalization for discharge-dependent case.,2
2026-01-18,evening,alc_community_capacity,ALC placement wait,1,FAC_000,acute_medicine,medicine,22.56,56.74,0.94,54.85,transition_services_lead,Review and address alc placement wait for this discharge dependency.,1
2026-01-18,evening,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, surgical","medicine, surgery",0.3,9.375,0.45,31.93,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-19,day,alc_community_capacity,home care confirmation wait,2,FAC_000,acute_medicine,medicine,7.41,26.825,0.86,48.21,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-01-19,day,unattributed,unattributed operational delay,3,FAC_000,"cardiac, surgical, transitional_care","cardiology, geriatrics, surgery",10.32,3.59,0.45,44.2,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-19,day,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,transitional_care,geriatrics,8.03,34.49,0.88,41.16,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,3
2026-01-19,evening,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"acute_medicine, respiratory","medicine, respiratory",35.099999999999994,43.115,0.88,64.57,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-19,evening,alc_community_capacity,home care confirmation wait,2,FAC_000,"orthopedics, respiratory","orthopedics, respiratory",9.25,19.115,0.86,46.63,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-19,evening,unattributed,unattributed operational delay,1,FAC_000,acute_medicine,medicine,0.32,0.59,0.45,19.3,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-19,night,transport_discharge_logistics,transport delay,2,FAC_000,"cardiac, orthopedics","cardiology, orthopedics",22.27,26.794999999999998,0.78,52.55,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,1
2026-01-19,night,alc_community_capacity,home care confirmation wait,1,FAC_000,acute_medicine,medicine,12.53,23.26,0.86,39.19,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-19,night,diagnostics_access,radiology CT turnaround delay,1,FAC_000,transitional_care,geriatrics,6.26,28.13,0.82,37.34,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",3
2026-01-19,night,unattributed,unattributed operational delay,2,FAC_000,transitional_care,geriatrics,3.5600000000000005,3.305,0.45,31.42,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,4
2026-01-19,night,front_door_screening,triage screening backlog,1,FAC_000,respiratory,respiratory,2.05,3.82,0.76,27.17,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",5
2026-01-20,day,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,cardiac,cardiology,37.81,75.03,0.88,65.23,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-20,day,transport_discharge_logistics,transport delay,1,FAC_000,acute_medicine,medicine,34.68,65.87,0.78,59.23,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,2
2026-01-20,day,nursing_discharge_readiness,nurse discharge screening wait,1,FAC_000,orthopedics,orthopedics,22.57,41.91,0.8,47.6,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,3
2026-01-20,day,social_support_readiness,social work assessment wait,1,FAC_000,acute_medicine,medicine,17.99,42.23,0.79,45.66,social_work_lead,Review social work assessment capacity for discharge-dependent cases.,4
2026-01-20,day,unattributed,unattributed operational delay,1,FAC_000,transitional_care,geriatrics,9.3,17.28,0.45,27.9,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,5
2026-01-20,evening,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"acute_medicine, transitional_care","geriatrics, medicine",73.41,60.69499999999999,0.88,85.17,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-20,evening,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, respiratory","medicine, respiratory",13.24,20.35,0.45,40.4,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-20,evening,diagnostics_access,radiology CT turnaround delay,1,FAC_000,surgical,surgery,6.88,28.97,0.82,37.84,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",3
2026-01-20,night,weekend_flow_gap,Friday/weekend discharge gap,4,FAC_000,"acute_medicine, cardiac, respiratory, surgical","cardiology, medicine, respiratory, surgery",139.98,68.185,0.88,134.05,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-20,night,transport_discharge_logistics,transport delay,3,FAC_000,"acute_medicine, cardiac, surgical","cardiology, medicine, surgery",6.5600000000000005,18.75,0.7799999999999999,53.85,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,2
2026-01-20,night,unattributed,unattributed operational delay,1,FAC_000,acute_medicine,medicine,4.71,8.76,0.45,23.51,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-21,day,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,respiratory,respiratory,33.35,70.97,0.88,62.23,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-21,day,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, transitional_care","geriatrics, medicine",33.42,40.900000000000006,0.45,54.64,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-21,day,diagnostics_access,radiology CT turnaround delay,1,FAC_000,orthopedics,orthopedics,13.12,34.89,0.82,42.12,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",3
2026-01-21,day,nursing_discharge_readiness,nurse discharge screening wait,1,FAC_000,cardiac,cardiology,8.31,28.7,0.8,37.93,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,4
2026-01-21,day,documentation_readiness,discharge documentation readiness wait,1,FAC_000,surgical,surgery,2.43,4.5,0.75,27.32,unit_clerk_lead,Review discharge documentation readiness and unit-clerk handoff steps.,5
2026-01-21,evening,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,acute_medicine,medicine,58.88,99.83,0.88,81.1,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-21,evening,alc_community_capacity,home care confirmation wait,2,FAC_000,"acute_medicine, surgical","medicine, surgery",33.91,39.155,0.86,62.51,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-21,night,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"acute_medicine, orthopedics","medicine, orthopedics",91.8,79.47999999999999,0.88,98.16,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-21,night,unattributed,unattributed operational delay,3,FAC_000,"orthopedics, respiratory, transitional_care","geriatrics, orthopedics, respiratory",11.709999999999999,2.5,0.45,44.43,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-21,night,alc_community_capacity,home care confirmation wait,1,FAC_000,surgical,surgery,5.69,10.57,0.86,32.65,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,3
2026-01-22,day,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,cardiac,cardiology,53.66,82.81,0.88,73.91,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-22,day,social_support_readiness,social work assessment wait,1,FAC_000,surgical,surgery,21.45,53.91,0.79,50.55,social_work_lead,Review social work assessment capacity for discharge-dependent cases.,2
2026-01-22,day,unattributed,unattributed operational delay,1,FAC_000,surgical,surgery,0.93,1.74,0.45,19.89,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-22,evening,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,respiratory,respiratory,44.24,72.76,0.88,67.12,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-22,evening,diagnostics_access,diagnostic sign-off stall,1,FAC_000,acute_medicine,medicine,35.83,62.77,0.72,57.56,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,2
2026-01-22,evening,social_support_readiness,social work assessment wait,1,FAC_000,transitional_care,geriatrics,11.06,41.3,0.79,42.61,social_work_lead,Review social work assessment capacity for discharge-dependent cases.,3
2026-01-22,evening,front_door_screening,triage screening backlog,1,FAC_000,surgical,surgery,3.3,6.12,0.76,28.36,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",4
2026-01-22,night,unattributed,unattributed operational delay,1,FAC_000,respiratory,respiratory,50.42,88.66,0.45,65.77,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-01-22,night,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,acute_medicine,medicine,40.28,70.25,0.88,64.79,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,2
2026-01-22,night,nursing_discharge_readiness,nurse discharge screening wait,1,FAC_000,acute_medicine,medicine,10.07,35.63,0.8,40.72,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,3
2026-01-22,night,transport_discharge_logistics,transport delay,1,FAC_000,acute_medicine,medicine,3.23,6.01,0.78,28.7,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,4
2026-01-22,night,front_door_screening,triage screening backlog,1,FAC_000,transitional_care,geriatrics,0.36,0.68,0.76,25.55,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",5
2026-01-23,day,transport_discharge_logistics,transport delay,1,FAC_000,cardiac,cardiology,14.45,44.45,0.78,44.72,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,1
2026-01-23,day,diagnostics_access,blood testing turnaround delay,1,FAC_000,transitional_care,geriatrics,11.01,20.46,0.79,36.34,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-01-23,day,unattributed,unattributed operational delay,2,FAC_000,"cardiac, surgical","cardiology, surgery",7.3,6.775,0.45,33.95,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-23,day,pharmacy_discharge_readiness,pharmacy discharge delay,1,FAC_000,surgical,surgery,0.41,29.89,0.74,33.93,pharmacy_operations_lead,Review and address pharmacy discharge delay for this discharge dependency.,4
2026-01-23,day,alc_community_capacity,home care confirmation wait,1,FAC_000,respiratory,respiratory,0.9,1.67,0.86,28.06,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,5
2026-01-23,evening,alc_community_capacity,home care confirmation wait,1,FAC_000,acute_medicine,medicine,3.11,28.73,0.86,37.06,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-01-23,evening,unattributed,unattributed operational delay,1,FAC_000,surgical,surgery,1.3,2.42,0.45,20.25,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-23,night,alc_community_capacity,home care confirmation wait,3,FAC_000,"respiratory, surgical","respiratory, surgery",17.22,16.02,0.86,58.89,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-01-24,day,diagnostics_access,diagnostic sign-off stall,1,FAC_000,respiratory,respiratory,22.86,54.47,0.72,49.88,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,1
2026-01-24,day,front_door_screening,triage screening backlog,1,FAC_000,transitional_care,geriatrics,11.39,32.56,0.76,39.52,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",2
2026-01-24,day,unattributed,unattributed operational delay,2,FAC_000,"respiratory, transitional_care","geriatrics, respiratory",6.58,6.11,0.45,33.47,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-24,evening,alc_community_capacity,ALC placement wait,1,FAC_000,acute_medicine,medicine,10.43,19.36,0.94,38.78,transition_services_lead,Review and address alc placement wait for this discharge dependency.,1
2026-01-24,evening,transport_discharge_logistics,transport delay,1,FAC_000,cardiac,cardiology,0.7,1.31,0.78,26.27,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,2
2026-01-24,evening,unattributed,unattributed operational delay,1,FAC_000,acute_medicine,medicine,1.5,2.79,0.45,20.44,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-24,night,unattributed,unattributed operational delay,1,FAC_000,cardiac,cardiology,6.99,32.04,0.45,31.41,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-01-24,night,diagnostics_access,blood testing turnaround delay,1,FAC_000,surgical,surgery,0.52,0.97,0.79,26.3,laboratory_operations_lead,"Review collection, processing, and result-release timing for discharge-dependent bloodwork.",2
2026-01-25,day,alc_community_capacity,home care confirmation wait,2,FAC_000,acute_medicine,medicine,6.45,5.99,0.86,41.58,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-01-25,day,unattributed,unattributed operational delay,1,FAC_000,cardiac,cardiology,3.3,6.12,0.45,22.16,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-25,evening,alc_community_capacity,home care confirmation wait,2,FAC_000,"acute_medicine, transitional_care","geriatrics, medicine",45.2,37.995,0.86,66.68,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-01-25,evening,diagnostics_access,radiology MRI access delay,1,FAC_000,orthopedics,orthopedics,9.96,18.5,0.84,36.33,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,2
2026-01-25,evening,unattributed,unattributed operational delay,1,FAC_000,respiratory,respiratory,3.73,6.94,0.45,22.57,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-26,day,diagnostics_access,radiology MRI access delay,1,FAC_000,acute_medicine,medicine,25.88,63.89,0.84,56.32,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,1
2026-01-26,day,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,acute_medicine,medicine,8.27,33.2,0.88,40.87,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,2
2026-01-26,day,nursing_discharge_readiness,nurse discharge screening wait,1,FAC_000,surgical,surgery,5.96,32.1,0.8,38.01,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,3
2026-01-26,evening,unattributed,unattributed operational delay,2,FAC_000,"respiratory, transitional_care","geriatrics, respiratory",3.83,3.555,0.45,31.6,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-01-26,night,alc_community_capacity,home care confirmation wait,2,FAC_000,acute_medicine,medicine,83.5,72.975,0.86,92.49,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-01-26,night,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,acute_medicine,medicine,17.55,50.34,0.88,49.72,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,2
2026-01-27,day,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"acute_medicine, cardiac","cardiology, medicine",78.82,66.73,0.88,89.15,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-27,day,diagnostics_access,ECG availability delay,1,FAC_000,acute_medicine,medicine,4.79,29.21,0.78,36.28,cardiology_diagnostics_lead,Review ECG completion queue and interpretation handoff for discharge-dependent case.,2
2026-01-27,day,pharmacy_discharge_readiness,pharmacy discharge delay,1,FAC_000,acute_medicine,medicine,0.26,22.87,0.74,31.76,pharmacy_operations_lead,Review and address pharmacy discharge delay for this discharge dependency.,3
2026-01-27,day,unattributed,unattributed operational delay,1,FAC_000,respiratory,respiratory,1.92,3.56,0.45,20.84,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,4
2026-01-27,evening,alc_community_capacity,ALC placement wait,1,FAC_000,transitional_care,geriatrics,54.95,93.31,0.94,78.77,transition_services_lead,Review and address alc placement wait for this discharge dependency.,1
