executive_rank,action_id,encounter_id,facility_id,unit_id,service_line,priority,primary_blocker,evidence_summary,recommended_owner,recommended_action,target_resolution_hours,estimated_recoverable_bed_hours,status,reviewed_by,reviewed_timestamp,action_taken,reason_not_actioned,discharge_timestamp,shift_date,shift_name,signal_family
20,059ebddf69bc1725,ENC_00000159,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,2.1,new,,,,,2026-01-11 10:52:30.958317867,2026-01-11,day,unattributed
21,519804c3733be863,ENC_00000126,FAC_000,transitional_care,geriatrics,high,nurse discharge screening wait,Nurse discharge screening lag exceeded expected operating window,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,24,41.2,new,,,,,2026-01-11 20:37:37.802396984,2026-01-11,evening,nursing_discharge_readiness
22,abbb01dad522d849,ENC_00000444,FAC_000,surgical,surgery,routine,vulnerable patient porter wait,Porter support for vulnerable patient exceeded expected operating window,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,48,2.16,new,,,,,2026-01-11 16:11:13.180482333,2026-01-11,evening,vulnerable_patient_flow
23,444303c1042872af,ENC_00000154,FAC_000,orthopedics,orthopedics,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,5.47,new,,,,,2026-01-11 02:23:13.934919860,2026-01-11,night,alc_community_capacity
24,1e9254102aa4ac7e,ENC_00000291,FAC_000,acute_medicine,medicine,urgent,ALC placement wait,ALC status present with delayed discharge dependency,transition_services_lead,Review and address alc placement wait for this discharge dependency.,12,65.28,new,,,,,2026-01-12 14:37:27.671283998,2026-01-12,day,alc_community_capacity
25,677309788aaf02c3,ENC_00000623,FAC_000,cardiac,cardiology,high,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,24,9.01,new,,,,,2026-01-12 11:39:46.006998952,2026-01-12,day,unattributed
26,f2b1ac7811354c3e,ENC_00000431,FAC_000,orthopedics,orthopedics,routine,therapy assessment stall,Therapy assessment completion exceeded expected operating window,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,48,1.43,new,,,,,2026-01-12 11:13:25.537747650,2026-01-12,day,care_team_assessment
27,38178c51fde947e1,ENC_00000499,FAC_000,orthopedics,orthopedics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,0.62,new,,,,,2026-01-12 11:49:23.660367212,2026-01-12,day,unattributed
28,de5e175e5686e5f1,ENC_00000635,FAC_000,surgical,surgery,routine,pharmacy discharge delay,Medication reconciliation or discharge medication delay signal,pharmacy_operations_lead,Review and address pharmacy discharge delay for this discharge dependency.,48,2.18,new,,,,,2026-01-12 20:25:09.539295994,2026-01-12,evening,pharmacy_discharge_readiness
29,5b01d8e8db2acae1,ENC_00000563,FAC_000,respiratory,respiratory,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,0.15,new,,,,,2026-01-12 22:21:40.529650860,2026-01-12,evening,unattributed
30,37aa839bd12678ea,ENC_00000400,FAC_000,acute_medicine,medicine,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,6.63,new,,,,,2026-01-12 04:26:53.269168437,2026-01-12,night,unattributed
31,09c54780820fdd2a,ENC_00000497,FAC_000,surgical,surgery,routine,triage screening backlog,Triage screening completion lag exceeded expected operating window,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",48,1.85,new,,,,,2026-01-12 01:03:57.058793971,2026-01-12,night,front_door_screening
32,d234bf72f38fcada,ENC_00000577,FAC_000,cardiac,cardiology,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,0.45,new,,,,,2026-01-12 04:48:46.336310929,2026-01-12,night,unattributed
33,7a7ddc0da86a13fb,ENC_00000569,FAC_000,acute_medicine,medicine,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,4.7,new,,,,,2026-01-13 13:35:15.170194518,2026-01-13,day,unattributed
34,7906d454a7d9906b,ENC_00000483,FAC_000,orthopedics,orthopedics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,4.48,new,,,,,2026-01-13 07:59:15.536068381,2026-01-13,day,unattributed
35,8457788c6d040f5c,ENC_00000387,FAC_000,transitional_care,geriatrics,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,16.11,new,,,,,2026-01-13 16:16:02.335272598,2026-01-13,evening,weekend_flow_gap
36,5692ea512feef1ec,ENC_00000643,FAC_000,orthopedics,orthopedics,routine,radiology MRI access delay,MRI completion lag exceeded expected discharge-dependent window,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,48,0.64,new,,,,,2026-01-13 15:10:27.338327989,2026-01-13,evening,diagnostics_access
37,0ce46726bfc1516d,ENC_00000816,FAC_000,cardiac,cardiology,routine,vulnerable patient porter wait,Porter support for vulnerable patient exceeded expected operating window,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,48,0.6,new,,,,,2026-01-13 18:27:36.394138818,2026-01-13,evening,vulnerable_patient_flow
38,52e574f94a0a8e03,ENC_00000359,FAC_000,transitional_care,geriatrics,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,18.66,new,,,,,2026-01-13 23:29:00.842524917,2026-01-13,night,weekend_flow_gap
39,32e4c14458a7dcbf,ENC_00000336,FAC_000,orthopedics,orthopedics,routine,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,48,10.92,new,,,,,2026-01-13 06:39:23.086006042,2026-01-13,night,weekend_flow_gap
40,10e07a855919060a,ENC_00000460,FAC_000,orthopedics,orthopedics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,3.37,new,,,,,2026-01-13 04:34:02.468822424,2026-01-13,night,unattributed
41,15a4196d476cfd6b,ENC_00000673,FAC_000,surgical,surgery,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,22.33,new,,,,,2026-01-14 12:07:48.092318534,2026-01-14,day,weekend_flow_gap
42,812fdc101191100b,ENC_00000740,FAC_000,respiratory,respiratory,routine,diagnostic sign-off stall,Diagnostic completion or sign-off timing exceeded expected operating window,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,48,0.38,new,,,,,2026-01-14 13:35:53.459758717,2026-01-14,day,diagnostics_access
43,4b61fb52626ea2c2,ENC_00000701,FAC_000,orthopedics,orthopedics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,0.7,new,,,,,2026-01-14 16:02:45.113837586,2026-01-14,evening,unattributed
44,fc700deb652fd723,ENC_00000413,FAC_000,transitional_care,geriatrics,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,28.26,new,,,,,2026-01-14 04:48:48.166765767,2026-01-14,night,weekend_flow_gap
45,decebfdd87e7efce,ENC_00000759,FAC_000,cardiac,cardiology,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,15.38,new,,,,,2026-01-14 00:46:48.643820397,2026-01-14,night,alc_community_capacity
46,8360f3d72c524de3,ENC_00000754,FAC_000,surgical,surgery,high,ALC placement wait,ALC status present with delayed discharge dependency,transition_services_lead,Review and address alc placement wait for this discharge dependency.,24,15.32,new,,,,,2026-01-14 06:08:20.257936958,2026-01-14,night,alc_community_capacity
47,3369aa1ce71b34df,ENC_00000582,FAC_000,orthopedics,orthopedics,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,9.4,new,,,,,2026-01-14 05:19:58.331951640,2026-01-14,night,alc_community_capacity
48,2dcf6fcd50fe41d1,ENC_00000765,FAC_000,respiratory,respiratory,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,4.35,new,,,,,2026-01-14 23:41:02.484195465,2026-01-14,night,unattributed
49,210e5cb8d8c22ea9,ENC_00000802,FAC_000,acute_medicine,medicine,high,radiology MRI access delay,MRI completion lag exceeded expected discharge-dependent window,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,24,12.12,new,,,,,2026-01-15 10:58:26.454936716,2026-01-15,day,diagnostics_access
50,82a90ebf6b60de21,ENC_00000761,FAC_000,respiratory,respiratory,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,5.28,new,,,,,2026-01-15 09:27:32.650146486,2026-01-15,day,alc_community_capacity
51,b57e02fc7047bc81,ENC_00000892,FAC_000,cardiac,cardiology,high,nurse discharge screening wait,Nurse discharge screening lag exceeded expected operating window,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,24,5.13,new,,,,,2026-01-15 09:29:54.118844127,2026-01-15,day,nursing_discharge_readiness
52,5ea02ae1afa0e023,ENC_00000897,FAC_000,surgical,surgery,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,2.32,new,,,,,2026-01-15 09:52:09.136254483,2026-01-15,day,unattributed
53,04ecd9e0c248e386,ENC_00000883,FAC_000,acute_medicine,medicine,routine,vulnerable patient porter wait,Porter support for vulnerable patient exceeded expected operating window,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,48,0.38,new,,,,,2026-01-15 19:15:45.464724879,2026-01-15,evening,vulnerable_patient_flow
54,476343c117507beb,ENC_00000813,FAC_000,acute_medicine,medicine,high,therapy assessment stall,Therapy assessment completion exceeded expected operating window,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,24,12.47,new,,,,,2026-01-15 05:30:00.581841753,2026-01-15,night,care_team_assessment
55,2458df32c32de723,ENC_00000799,FAC_000,orthopedics,orthopedics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,4.19,new,,,,,2026-01-15 23:39:23.202323020,2026-01-15,night,unattributed
56,3c6ed03978ebb56e,ENC_00000565,FAC_000,transitional_care,geriatrics,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,3.45,new,,,,,2026-01-15 02:07:43.156781263,2026-01-15,night,alc_community_capacity
57,1afc020dc90c7222,ENC_00000839,FAC_000,surgical,surgery,routine,diagnostic sign-off stall,Diagnostic completion or sign-off timing exceeded expected operating window,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,48,2.21,new,,,,,2026-01-15 00:55:01.037054589,2026-01-15,night,diagnostics_access
58,cb4d0eadc895136c,ENC_00000827,FAC_000,respiratory,respiratory,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,1.42,new,,,,,2026-01-16 07:17:10.238009463,2026-01-16,day,unattributed
59,a6105bff69810c43,ENC_00000963,FAC_000,acute_medicine,medicine,high,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,24,13.99,new,,,,,2026-01-16 19:27:10.308132231,2026-01-16,evening,unattributed
60,9bc776c4071db6a5,ENC_00001024,FAC_000,surgical,surgery,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,0.06,new,,,,,2026-01-16 16:30:07.771022328,2026-01-16,evening,unattributed
61,01ac3af2a43e1182,ENC_00001083,FAC_000,acute_medicine,medicine,routine,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,48,3.19,new,,,,,2026-01-17 09:12:29.502394660,2026-01-17,day,transport_discharge_logistics
62,4841c58a11eb7daf,ENC_00001160,FAC_000,surgical,surgery,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,3.58,new,,,,,2026-01-17 21:16:15.336047789,2026-01-17,evening,unattributed
63,b16e89ef1ed24d48,ENC_00001094,FAC_000,orthopedics,orthopedics,high,therapy assessment stall,Therapy assessment completion exceeded expected operating window,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,24,1.53,new,,,,,2026-01-17 18:31:09.339723807,2026-01-17,evening,care_team_assessment
64,e92fe9b58d5f5ef1,ENC_00000781,FAC_000,orthopedics,orthopedics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,11.08,new,,,,,2026-01-17 00:29:30.655963836,2026-01-17,night,unattributed
65,eb5c3793d3189a3e,ENC_00001048,FAC_000,cardiac,cardiology,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,10.46,new,,,,,2026-01-17 00:14:38.845520793,2026-01-17,night,alc_community_capacity
66,3ccd73652c7d2457,ENC_00001017,FAC_000,respiratory,respiratory,high,diagnostic sign-off stall,Diagnostic completion or sign-off timing exceeded expected operating window,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,24,7.0,new,,,,,2026-01-17 23:31:16.531449475,2026-01-17,night,diagnostics_access
67,0f140a5880ce8c2f,ENC_00000909,FAC_000,transitional_care,geriatrics,high,therapy assessment stall,Therapy assessment completion exceeded expected operating window,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,24,25.49,new,,,,,2026-01-18 14:20:33.101830885,2026-01-18,day,care_team_assessment
68,fd0fc12effba3832,ENC_00001104,FAC_000,orthopedics,orthopedics,high,radiology ultrasound turnaround delay,Ultrasound completion lag exceeded expected discharge-dependent window,radiology_operations_lead,Review ultrasound slot availability and report finalization for discharge-dependent case.,24,7.28,new,,,,,2026-01-18 14:23:24.087428505,2026-01-18,day,diagnostics_access
69,5724fe874e929cb2,ENC_00001019,FAC_000,acute_medicine,medicine,high,ALC placement wait,ALC status present with delayed discharge dependency,transition_services_lead,Review and address alc placement wait for this discharge dependency.,24,22.56,new,,,,,2026-01-18 18:35:39.106871149,2026-01-18,evening,alc_community_capacity
70,caac2374927cf351,ENC_00001301,FAC_000,acute_medicine,medicine,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,0.3,new,,,,,2026-01-18 20:49:27.942782745,2026-01-18,evening,unattributed
71,ec1b80210799547f,ENC_00001055,FAC_000,transitional_care,geriatrics,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,8.03,new,,,,,2026-01-19 08:56:36.421058007,2026-01-19,day,weekend_flow_gap
72,21ec4cf791b82e14,ENC_00001252,FAC_000,acute_medicine,medicine,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,7.41,new,,,,,2026-01-19 14:48:47.009309547,2026-01-19,day,alc_community_capacity
73,00f5f09281c7c2af,ENC_00001350,FAC_000,cardiac,cardiology,high,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,24,6.53,new,,,,,2026-01-19 08:29:21.462532737,2026-01-19,day,unattributed
74,b9a866a34b3d08f3,ENC_00001111,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,1.94,new,,,,,2026-01-19 12:20:17.253260664,2026-01-19,day,unattributed
75,d9e2c3e39a105fca,ENC_00001247,FAC_000,acute_medicine,medicine,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,19.08,new,,,,,2026-01-19 21:43:06.225601890,2026-01-19,evening,weekend_flow_gap
76,cd0fe53efe40bc2b,ENC_00001307,FAC_000,respiratory,respiratory,high,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,24,16.02,new,,,,,2026-01-19 17:56:57.914525083,2026-01-19,evening,weekend_flow_gap
77,003a3f8f76035f30,ENC_00001277,FAC_000,respiratory,respiratory,high,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,24,7.73,new,,,,,2026-01-19 19:14:39.015734349,2026-01-19,evening,alc_community_capacity
78,c089c013ee2bc332,ENC_00001308,FAC_000,orthopedics,orthopedics,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,1.52,new,,,,,2026-01-19 15:21:18.437723451,2026-01-19,evening,alc_community_capacity
79,75d3912c8f0ad202,ENC_00001332,FAC_000,acute_medicine,medicine,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,0.32,new,,,,,2026-01-19 21:30:35.184382444,2026-01-19,evening,unattributed
80,9ce8e819fcc36d84,ENC_00001133,FAC_000,cardiac,cardiology,high,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,24,16.2,new,,,,,2026-01-19 00:27:04.368652263,2026-01-19,night,transport_discharge_logistics
81,259ee49ee35069bc,ENC_00001157,FAC_000,acute_medicine,medicine,routine,home care confirmation wait,Home-care confirmation exceeded expected operating window,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,48,12.53,new,,,,,2026-01-19 23:31:34.674849969,2026-01-19,night,alc_community_capacity
82,6ef7bf3ca1c287d4,ENC_00001044,FAC_000,transitional_care,geriatrics,high,radiology CT turnaround delay,CT completion lag exceeded expected discharge-dependent window,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",24,6.26,new,,,,,2026-01-19 03:49:47.553283020,2026-01-19,night,diagnostics_access
83,ce3c5c3fcdf3afda,ENC_00001139,FAC_000,orthopedics,orthopedics,routine,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,48,6.07,new,,,,,2026-01-19 05:24:07.904887706,2026-01-19,night,transport_discharge_logistics
84,920ece71a5b3a609,ENC_00001204,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,2.24,new,,,,,2026-01-19 23:10:37.130279968,2026-01-19,night,unattributed
85,e338b23c2ed1f618,ENC_00001271,FAC_000,respiratory,respiratory,routine,triage screening backlog,Triage screening completion lag exceeded expected operating window,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",48,2.05,new,,,,,2026-01-19 01:51:00.473504360,2026-01-19,night,front_door_screening
86,8f4185d9e48f9682,ENC_00001087,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,1.32,new,,,,,2026-01-19 03:01:40.694281268,2026-01-19,night,unattributed
87,80300c6a74cba683,ENC_00001116,FAC_000,cardiac,cardiology,urgent,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,12,37.81,new,,,,,2026-01-20 14:10:17.385754183,2026-01-20,day,weekend_flow_gap
88,5b7f02c47c0e1125,ENC_00001126,FAC_000,acute_medicine,medicine,high,transport delay,Transport completion lag observed after discharge order,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,24,34.68,new,,,,,2026-01-20 07:48:23.673601993,2026-01-20,day,transport_discharge_logistics
89,7e2a47d4959a0bb6,ENC_00001097,FAC_000,orthopedics,orthopedics,high,nurse discharge screening wait,Nurse discharge screening lag exceeded expected operating window,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,24,22.57,new,,,,,2026-01-20 11:59:29.499465622,2026-01-20,day,nursing_discharge_readiness
90,8e1e4089fee08fe6,ENC_00001408,FAC_000,acute_medicine,medicine,high,social work assessment wait,Social work assessment lag exceeded expected operating window,social_work_lead,Review social work assessment capacity for discharge-dependent cases.,24,17.99,new,,,,,2026-01-20 13:13:07.494715450,2026-01-20,day,social_support_readiness
91,bcdf2dc4b2b090f6,ENC_00001158,FAC_000,transitional_care,geriatrics,routine,unattributed operational delay,Delay signal found but no single dependency explains the episode,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,48,9.3,new,,,,,2026-01-20 12:24:24.707325669,2026-01-20,day,unattributed
92,b4c3a5746ef3d5fd,ENC_00001250,FAC_000,acute_medicine,medicine,urgent,Friday/weekend discharge gap,Medically ready near weekend with discharge delayed into next service window,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,12,51.16,new,,,,,2026-01-20 22:56:44.375902735,2026-01-20,evening,weekend_flow_gap
