shift_date,shift_name,signal_family,primary_blocker,flagged_cases,affected_facilities,affected_units,affected_service_lines,recoverable_bed_hours,median_priority_score,mean_confidence,management_score,recommended_owner,recommended_management_action,signal_group_rank
2026-01-18,day,alc_community_capacity,home care confirmation wait,2,FAC_000,"respiratory, transitional_care","geriatrics, respiratory",31.72,40.72,0.86,62.1,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-18,evening,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"orthopedics, respiratory","orthopedics, respiratory",315.98,214.655,0.88,228.39,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-19,day,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,transitional_care,geriatrics,128.25,177.55,0.88,132.16,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-19,day,unattributed,unattributed operational delay,1,FAC_000,cardiac,cardiology,6.53,26.49,0.45,29.56,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-19,evening,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"orthopedics, respiratory","orthopedics, respiratory",165.11,124.24,0.88,140.92,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-19,evening,alc_community_capacity,home care confirmation wait,2,FAC_000,"orthopedics, respiratory","orthopedics, respiratory",8.01,18.43,0.86,45.93,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-19,night,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, cardiac","cardiology, medicine",16.2,31.715,0.45,44.99,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-01-19,night,alc_community_capacity,home care confirmation wait,1,FAC_000,acute_medicine,medicine,11.79,21.9,0.86,38.49,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-19,night,transport_discharge_logistics,transport delay,1,FAC_000,orthopedics,orthopedics,2.89,5.37,0.78,28.37,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-01-19,night,front_door_screening,triage screening backlog,1,FAC_000,respiratory,respiratory,1.78,3.32,0.76,26.91,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",4
2026-01-20,day,transport_discharge_logistics,transport delay,1,FAC_000,orthopedics,orthopedics,63.14,100.05,0.78,80.87,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,1
2026-01-20,day,alc_community_capacity,home care confirmation wait,2,FAC_000,acute_medicine,medicine,52.67,52.69500000000001,0.86,74.08,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-20,day,unattributed,unattributed operational delay,1,FAC_000,transitional_care,geriatrics,7.48,13.88,0.45,26.16,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-20,evening,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,cardiac,cardiology,35.51,68.38,0.88,62.32,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-20,evening,unattributed,unattributed operational delay,1,FAC_000,respiratory,respiratory,9.06,32.45,0.45,32.36,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-20,night,transport_discharge_logistics,transport delay,2,FAC_000,"cardiac, surgical","cardiology, surgery",4.16,25.935,0.78,45.04,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,1
2026-01-21,day,weekend_flow_gap,Friday/weekend discharge gap,4,FAC_000,"acute_medicine, surgical","medicine, surgery",177.87,81.74000000000001,0.88,153.27,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-21,day,transport_discharge_logistics,transport delay,2,FAC_000,"cardiac, transitional_care","cardiology, geriatrics",22.89,33.035,0.78,54.67,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,2
2026-01-21,day,diagnostics_access,radiology CT turnaround delay,1,FAC_000,orthopedics,orthopedics,11.6,33.9,0.82,41.21,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",3
2026-01-21,day,social_support_readiness,social work assessment wait,1,FAC_000,acute_medicine,medicine,9.92,32.53,0.79,39.53,social_work_lead,Review social work assessment capacity for discharge-dependent cases.,4
2026-01-21,evening,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,acute_medicine,medicine,70.43,104.89,0.88,87.24,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-21,evening,alc_community_capacity,home care confirmation wait,2,FAC_000,"acute_medicine, surgical","medicine, surgery",24.77,36.185,0.86,57.96,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-21,night,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,surgical,surgery,53.05,90.19,0.88,75.88,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-21,night,unattributed,unattributed operational delay,3,FAC_000,"respiratory, surgical, transitional_care","geriatrics, respiratory, surgery",8.07,5.52,0.45,43.88,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-21,night,alc_community_capacity,home care confirmation wait,1,FAC_000,orthopedics,orthopedics,0.81,1.51,0.86,27.98,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,3
2026-01-22,day,weekend_flow_gap,Friday/weekend discharge gap,7,FAC_000,"acute_medicine, respiratory, surgical, transitional_care","geriatrics, medicine, respiratory, surgery",477.85,119.45,0.88,314.58,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-22,day,alc_community_capacity,home care confirmation wait,1,FAC_000,surgical,surgery,3.01,5.58,0.86,30.08,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-22,evening,weekend_flow_gap,Friday/weekend discharge gap,5,FAC_000,"acute_medicine, respiratory, transitional_care","geriatrics, medicine, respiratory",289.03,86.33,0.8800000000000001,209.11,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-22,evening,social_support_readiness,social work assessment wait,1,FAC_000,transitional_care,geriatrics,11.06,31.65,0.79,39.72,social_work_lead,Review social work assessment capacity for discharge-dependent cases.,2
2026-01-22,evening,front_door_screening,triage screening backlog,1,FAC_000,surgical,surgery,0.58,1.07,0.76,25.75,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",3
2026-01-22,night,weekend_flow_gap,Friday/weekend discharge gap,4,FAC_000,"acute_medicine, cardiac, orthopedics","cardiology, medicine, orthopedics",233.92,99.625,0.88,181.06,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-22,night,alc_community_capacity,home care confirmation wait,1,FAC_000,acute_medicine,medicine,7.98,34.27,0.86,40.67,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-22,night,transport_discharge_logistics,transport delay,1,FAC_000,acute_medicine,medicine,0.5,0.93,0.78,26.08,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-01-23,day,weekend_flow_gap,Friday/weekend discharge gap,3,FAC_000,"cardiac, respiratory, transitional_care","cardiology, geriatrics, respiratory",289.78,138.22,0.88,204.98,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-23,day,unattributed,unattributed operational delay,3,FAC_000,"cardiac, transitional_care","cardiology, geriatrics",27.27,17.06,0.45,55.03,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-23,day,transport_discharge_logistics,transport delay,1,FAC_000,respiratory,respiratory,0.63,1.17,0.78,26.2,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-01-23,evening,weekend_flow_gap,Friday/weekend discharge gap,4,FAC_000,"acute_medicine, cardiac, respiratory, transitional_care","cardiology, geriatrics, medicine, respiratory",387.65999999999997,147.735,0.88,256.98,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-23,evening,alc_community_capacity,home care confirmation wait,1,FAC_000,acute_medicine,medicine,0.86,1.61,0.86,28.03,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-23,night,weekend_flow_gap,Friday/weekend discharge gap,3,FAC_000,"acute_medicine, respiratory, surgical","medicine, respiratory, surgery",202.37,91.81,0.88,156.09,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-23,night,unattributed,unattributed operational delay,2,FAC_000,respiratory,respiratory,15.55,14.445,0.45,39.55,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-24,day,weekend_flow_gap,Friday/weekend discharge gap,3,FAC_000,"acute_medicine, cardiac","cardiology, medicine",356.09000000000003,175.14,0.88,242.58,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-24,day,diagnostics_access,diagnostic sign-off stall,1,FAC_000,respiratory,respiratory,15.42,49.63,0.72,45.46,diagnostics_operations_lead,Review and address diagnostic sign-off stall for this discharge dependency.,2
2026-01-24,day,front_door_screening,triage screening backlog,1,FAC_000,transitional_care,geriatrics,7.55,29.17,0.76,36.97,triage_operations_lead,"Review triage screening queue, screening criteria, and escalation coverage for delayed cases.",3
2026-01-24,evening,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"acute_medicine, cardiac","cardiology, medicine",175.88,137.64,0.88,149.24,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-24,evening,transport_discharge_logistics,transport delay,1,FAC_000,cardiac,cardiology,0.89,1.66,0.78,26.45,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,2
2026-01-24,evening,unattributed,unattributed operational delay,1,FAC_000,acute_medicine,medicine,0.77,1.43,0.45,19.74,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-24,night,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,surgical,surgery,116.12,159.12,0.88,121.78,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-24,night,nursing_discharge_readiness,nurse discharge screening wait,1,FAC_000,cardiac,cardiology,6.99,32.39,0.8,38.51,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,2
2026-01-25,day,unattributed,unattributed operational delay,2,FAC_000,"acute_medicine, cardiac","cardiology, medicine",7.56,7.01,0.45,34.13,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,1
2026-01-25,day,diagnostics_access,radiology CT turnaround delay,1,FAC_000,acute_medicine,medicine,0.39,0.73,0.82,26.78,radiology_operations_lead,"Review CT queue priority, protocol readiness, and report finalization for discharge-dependent case.",2
2026-01-25,evening,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"acute_medicine, respiratory","medicine, respiratory",272.55,189.82999999999998,0.88,203.57,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-25,evening,alc_community_capacity,home care confirmation wait,2,FAC_000,"acute_medicine, respiratory","medicine, respiratory",45.46,39.5,0.86,67.23,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-25,evening,diagnostics_access,radiology MRI access delay,1,FAC_000,orthopedics,orthopedics,19.39,45.43,0.84,48.18,radiology_operations_lead,Review MRI access constraints and consider alternate imaging or escalation for discharge-dependent case.,3
2026-01-25,night,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,acute_medicine,medicine,165.61,222.56,0.88,160.61,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-26,day,nursing_discharge_readiness,nurse discharge screening wait,1,FAC_000,surgical,surgery,5.96,27.05,0.8,36.5,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,1
2026-01-26,evening,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"cardiac, orthopedics","cardiology, orthopedics",156.32999999999998,117.54,0.88,135.39,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-26,evening,unattributed,unattributed operational delay,1,FAC_000,transitional_care,geriatrics,0.15,0.29,0.45,19.15,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-26,night,alc_community_capacity,home care confirmation wait,1,FAC_000,acute_medicine,medicine,22.7,58.45,0.86,53.82,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
2026-01-27,day,vulnerable_patient_flow,vulnerable patient porter wait,1,FAC_000,cardiac,cardiology,12.21,35.52,0.81,41.74,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,1
2026-01-27,evening,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"acute_medicine, surgical","medicine, surgery",71.6,71.99,0.88,87.84,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-28,day,weekend_flow_gap,Friday/weekend discharge gap,3,FAC_000,"acute_medicine, cardiac, respiratory","cardiology, medicine, respiratory",144.54999999999998,77.26,0.88,128.6,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-28,day,nursing_discharge_readiness,nurse discharge screening wait,2,FAC_000,acute_medicine,medicine,38.06,45.135000000000005,0.8,64.76,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,2
2026-01-28,evening,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,transitional_care,geriatrics,62.66,99.96,0.88,82.65,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-28,evening,vulnerable_patient_flow,vulnerable patient porter wait,1,FAC_000,respiratory,respiratory,12.33,50.16,0.81,46.18,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,2
2026-01-28,evening,care_team_assessment,therapy assessment stall,1,FAC_000,respiratory,respiratory,4.01,7.46,0.82,30.24,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,3
2026-01-28,evening,transport_discharge_logistics,transport delay,1,FAC_000,acute_medicine,medicine,3.46,6.44,0.78,28.92,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,4
2026-01-28,night,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,acute_medicine,medicine,63.74,94.86,0.88,81.55,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-28,night,unattributed,unattributed operational delay,1,FAC_000,surgical,surgery,1.55,2.88,0.45,20.48,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-29,day,weekend_flow_gap,Friday/weekend discharge gap,4,FAC_000,"acute_medicine, orthopedics, respiratory","medicine, orthopedics, respiratory",216.43,99.89500000000001,0.88,174.14,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-29,day,unattributed,unattributed operational delay,1,FAC_000,respiratory,respiratory,5.49,10.19,0.45,24.25,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-01-29,evening,weekend_flow_gap,Friday/weekend discharge gap,3,FAC_000,"acute_medicine, respiratory","medicine, respiratory",189.3,107.05,0.88,155.44,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-29,night,weekend_flow_gap,Friday/weekend discharge gap,3,FAC_000,"orthopedics, surgical, transitional_care","geriatrics, orthopedics, surgery",258.09000000000003,128.87,0.88,189.5,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-29,night,alc_community_capacity,ALC placement wait,1,FAC_000,surgical,surgery,18.11,42.74,0.94,48.87,transition_services_lead,Review and address alc placement wait for this discharge dependency.,2
2026-01-29,night,transport_discharge_logistics,transport delay,2,FAC_000,"respiratory, transitional_care","geriatrics, respiratory",2.2,10.85,0.78,39.74,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-01-30,day,weekend_flow_gap,Friday/weekend discharge gap,3,FAC_000,"acute_medicine, cardiac, surgical","cardiology, medicine, surgery",247.01,118.58,0.88,181.98,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-30,day,alc_community_capacity,home care confirmation wait,1,FAC_000,orthopedics,orthopedics,26.08,63.0,0.86,56.53,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,2
2026-01-30,day,unattributed,unattributed operational delay,1,FAC_000,respiratory,respiratory,6.59,28.1,0.45,30.07,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,3
2026-01-30,evening,weekend_flow_gap,Friday/weekend discharge gap,3,FAC_000,"orthopedics, respiratory, surgical","orthopedics, respiratory, surgery",247.04,109.22,0.88,179.18,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-30,evening,social_support_readiness,social work assessment wait,1,FAC_000,surgical,surgery,12.72,36.3,0.79,41.78,social_work_lead,Review social work assessment capacity for discharge-dependent cases.,2
2026-01-30,evening,care_team_assessment,therapy assessment stall,1,FAC_000,respiratory,respiratory,8.68,16.11,0.82,34.7,therapy_services_manager,Review and address therapy assessment stall for this discharge dependency.,3
2026-01-30,night,weekend_flow_gap,Friday/weekend discharge gap,2,FAC_000,"acute_medicine, cardiac","cardiology, medicine",114.8,101.43,0.88,113.95,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-30,night,nursing_discharge_readiness,nurse discharge screening wait,1,FAC_000,transitional_care,geriatrics,49.59,86.04,0.8,71.65,nursing_flow_lead,Review nurse discharge screening queue and readiness checklist handoff.,2
2026-01-30,night,transport_discharge_logistics,transport delay,1,FAC_000,cardiac,cardiology,6.52,36.3,0.78,39.1,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-01-30,night,alc_community_capacity,home care confirmation wait,1,FAC_000,surgical,surgery,1.46,25.56,0.86,35.45,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,4
2026-01-31,day,weekend_flow_gap,Friday/weekend discharge gap,1,FAC_000,surgical,surgery,136.47,184.04,0.88,137.4,site_operations_director,Review and address friday/weekend discharge gap for this discharge dependency.,1
2026-01-31,day,diagnostics_access,radiology ultrasound turnaround delay,1,FAC_000,orthopedics,orthopedics,0.89,1.65,0.8,26.85,radiology_operations_lead,Review ultrasound slot availability and report finalization for discharge-dependent case.,2
2026-01-31,day,transport_discharge_logistics,transport delay,1,FAC_000,surgical,surgery,1.27,2.35,0.78,26.81,patient_transport_coordinator,Review and address transport delay for this discharge dependency.,3
2026-01-31,evening,vulnerable_patient_flow,vulnerable patient porter wait,1,FAC_000,acute_medicine,medicine,4.84,8.98,0.81,30.83,patient_transport_coordinator,Review porter support timing for vulnerable or mobility-limited discharge-dependent patients.,1
2026-01-31,evening,unattributed,unattributed operational delay,1,FAC_000,orthopedics,orthopedics,2.71,5.04,0.45,21.6,patient_flow_coordinator,Review and address unattributed operational delay for this discharge dependency.,2
2026-02-01,day,alc_community_capacity,home care confirmation wait,1,FAC_000,acute_medicine,medicine,81.78,129.32,0.86,98.71,home_care_liaison,Review and address home care confirmation wait for this discharge dependency.,1
